"","NR_CONVENIO","ID_PROPOSTA","SIT_CONVENIO","INSTRUMENTO_ATIVO","IND_OPERA_OBTV","DIA_INIC_VIGENC_CONV","DIA_FIM_VIGENC_CONV","Ano_FIM","DIA_FIM_VIGENC_ORIGINAL_CONV","VL_GLOBAL_CONV","VL_REPASSE_CONV","VL_CONTRAPARTIDA_CONV","VALOR_GLOBAL_ORIGINAL_CONV","VALOR_REPASSE_EMENDA","MUNICIPIO","OBJETO_PROPOSTA","NATUREZA_JURIDICA","NM_PROPONENTE","DESC_ORGAO_SUP","DESC_ORGAO","PORCENT_EMENDA","PORCENT_CONTRAPARTIDA","ATRASO","MESES_ATRASO"
"1114",871845,1335221,"Convênio Anulado","NÃO","SIM","28/06/2018","28/03/2020",2020,"28/03/2020",664457.14,651428.57,13028.57,NA,651428.57,"SAPUCAIA","Revitalização do Parque de Exposições Odir de Souza Teixeira, no município de Sapucaia/RJ.","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98.04,1.96,"Nao",0
"1115",871891,1338309,"Em execução","SIM","SIM","31/12/2018","31/12/2020",2020,"26/09/2020",4748295.02,4743295.02,5000,NA,0,"MIGUEL PEREIRA","IMPLANTAÇÃO DE PAVIMENTAÇÃO EM ZONAS URBANAS NO MUNICÍPIO DE MIGUEL PEREIRA","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.11,"Sim",3
"1116",872144,1334535,"Em execução","SIM","SIM","30/10/2018","27/07/2021",2021,"27/07/2021",912877.39,911877.39,1000,NA,911877.39,"RIO DAS FLORES","Construção de Unidades Habitacionais em Rio das Flôres.","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",99.89,0.11,"Nao",0
"1117",872146,1336830,"Em execução","SIM","SIM","29/06/2018","01/04/2021",2021,"01/04/2021",352606.41,352253.8,352.61,369371.43,352253.8,"PATY DO ALFERES","Obra de Drenagem e Pavimentação no Bairro Esperança.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",99.9,0.1,"Nao",0
"1118",872617,1334290,"Em execução","SIM","SIM","29/06/2018","31/12/2020",2020,"16/09/2020",578819.09,556190.48,22628.61,578891.6,556190.48,"NOVA IGUACU","Realização de Obras de Infra-estrutura","Administração Pública Municipal","MUNICIPIO DE NOVA IGUACU","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",96.09,3.91,"Sim",4
"1119",872618,1336951,"Convênio Anulado","NÃO","SIM","05/07/2018","31/12/2021",2021,"31/12/2021",751360.16,746666.67,4693.49,NA,746666.67,"MACUCO","Construção de mercado para produtos agropecuários no município de Macuco/RJ.","Administração Pública Municipal","MUNICIPIO DE MACUCO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",99.38,0.62,"Nao",0
"1120",872685,1336544,"Em execução","SIM","SIM","28/06/2018","31/12/2021",2021,"31/12/2021",228023.48,222857.14,5166.34,NA,222857.14,"SANTO ANTONIO DE PADUA","Construção de  Galpão e Instalações de multiplicação de Mudas","Administração Pública Municipal","MUNICIPIO DE SANTO ANTONIO DE PADUA","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",97.73,2.27,"Nao",0
"1121",872773,1327716,"Em execução","SIM","SIM","29/06/2018","31/12/2020",2020,"29/06/2020",5390451.94,4743295.02,647156.92,5122331.47,4743295.02,"RIO DE JANEIRO","Implantação de Restaurante Popular","Administração Pública Municipal","MUNICIPIO DE RIO DE JANEIRO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",87.99,12.01,"Sim",6
"1122",872783,1325294,"Em execução","SIM","SIM","22/08/2018","22/09/2020",2020,"22/09/2020",376764.32,367047,9717.32,NA,367047,"RIO DAS FLORES","ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL BASICA – CONTRUCAO DE CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - CRAS","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",97.42,2.58,"Nao",0
"1123",872797,1327726,"Em execução","SIM","SIM","09/07/2018","01/08/2021",2021,"01/08/2021",922338,913218,9120,NA,913218,"RIO BONITO","Estruturação da Rede de Serviços de Proteção Social Especial - Construção de Unidade Pública de Acolhimento - Casa Lar","Administração Pública Municipal","MUNICIPIO DE RIO BONITO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.01,0.99,"Nao",0
"1124",872799,1326011,"Convênio Anulado","NÃO","SIM","28/09/2018","28/06/2021",2021,"28/06/2021",336968,319428,17540,NA,319428,"JAPERI","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA - CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA - CC","Administração Pública Municipal","MUNICIPIO DE JAPERI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",94.79,5.21,"Nao",0
"1125",872800,1329221,"Convênio Rescindido","NÃO","SIM","05/07/2018","01/03/2020",2020,"01/03/2020",285360.6,283680,1680.6,NA,283680,"ITABORAI","ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL – AMPLIAÇÃO DE CENTRO DE REFERENCIA ESPECIALIZADO PARA POPULACAO EM SITUACAO DE RUA – CENTRO POP","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.41,0.59,"Nao",0
"1126",872802,1327348,"Em execução","SIM","SIM","31/10/2018","31/12/2020",2020,"31/07/2020",370741.08,367047,3694.08,NA,367047,"PARACAMBI","ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL – CONSTRUCAO DE CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL - CREAS","Administração Pública Municipal","MUNICIPIO DE PARACAMBI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99,1,"Sim",5
"1127",872803,1328321,"Convênio Anulado","NÃO","SIM","28/12/2018","23/09/2020",2020,"23/09/2020",322928,319428,3500,NA,319428,"PARATI","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA - CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA - CC","Administração Pública Municipal","MUNICIPIO DE PARATI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.92,1.08,"Nao",0
"1128",872806,1325782,"Em execução","SIM","SIM","11/07/2018","01/04/2021",2020,"01/04/2020",272551.19,268551.19,4000,357714,268551.19,"DUQUE DE CAXIAS","AMPLIAÇÃO DE CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL - CREAS","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.53,1.47,"Sim",12
"1129",872815,1326130,"Convênio Anulado","NÃO","SIM","20/07/2018","01/03/2020",2020,"01/03/2020",278809,271809,7000,NA,271809,"SAO PEDRO DA ALDEIA","Estruturação da Rede de Serviços de Proteção Social Básica - CONSTRUÇÃO DE CRAS - Centro de Referência de Assistência Social.","Administração Pública Municipal","MUNICIPIO DE SAO PEDRO DA ALDEIA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",97.49,2.51,"Nao",0
"1130",873304,1335279,"Em execução","SIM","SIM","13/07/2018","31/12/2020",2020,"13/04/2020",279706.23,279426.52,279.71,373028.57,279426.52,"SAPUCAIA","Implantação de Calçadão no Município de Sapucaia/RJ","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",99.9,0.1,"Sim",9
"1131",873306,1336964,"Em execução","SIM","SIM","14/08/2018","14/05/2021",2021,"14/05/2021",225188.15,224962.96,225.19,465561.9,224962.96,"PATY DO ALFERES","Obra de Drenagem e Pavimentação na Rua Nelson Gonçalves.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",99.9,0.1,"Nao",0
"1132",873308,1338140,"Em execução","SIM","SIM","14/08/2018","14/05/2021",2021,"14/05/2021",245803.06,222857.14,22945.92,225085.71,222857.14,"PATY DO ALFERES","Obra de Drenagem e Pavimentação no Loteamento Miriam Parque.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",90.66,9.34,"Nao",0
"1133",873372,1363390,"Em execução","SIM","SIM","31/10/2018","17/07/2021",2021,"17/07/2021",512609.75,365714.29,146895.46,439411.72,365714.29,"NOVA IGUACU","REFORMA DA PRAÇA DE PRADOS VERDES - NOVA IGUAÇU RJ.","Administração Pública Municipal","MUNICIPIO DE NOVA IGUACU","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",71.34,28.66,"Nao",0
"1134",873576,1344827,"Em execução","SIM","SIM","31/10/2018","31/12/2021",2021,"31/12/2021",461413.8,460952.38,461.42,NA,0,"SANTA MARIA MADALENA","Pavimentação de ruas em diversos Distritos de nosso município","Administração Pública Municipal","MUNICIPIO DE SANTA MARIA MADALENA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.1,"Nao",0
"1135",873577,1338433,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","29/03/2018","31/12/2021",2021,"31/12/2021",920877.39,911877.39,9000,NA,0,"CANTAGALO","Implantação de Infraestrutura Urbana com pavimentação, drenagem e passeio público.","Administração Pública Municipal","MUNICIPIO DE CANTAGALO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.98,"Nao",0
"1136",873578,1339403,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","29/03/2018","29/03/2019",2019,"29/03/2019",913877.39,911877.39,2000,NA,0,"VARRE-SAI","Medidas de Moderação de Tráfego.","Administração Pública Municipal","MUNICIPIO DE VARRE-SAI","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.22,"Nao",0
"1137",873579,1341981,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/06/2018","01/06/2019",2019,"01/06/2019",921877.39,911877.39,10000,NA,0,"TRAJANO DE MORAIS","Reabilitação Urbana.","Administração Pública Municipal","MUNICIPIO DE TRAJANO DE MORAES","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.08,"Nao",0
"1138",873580,1341329,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","20/12/2018","20/12/2019",2019,"20/12/2019",912877.39,911877.39,1000,NA,0,"MIGUEL PEREIRA","IMPLANTAÇÃO DE PAVIMENTAÇÃO URBANA NO MUNICÍPIO DE MIGUEL PEREIRA","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.11,"Nao",0
"1139",873678,1334423,"Em execução","SIM","SIM","10/07/2018","30/04/2021",2020,"30/04/2020",813607.75,651428.57,162179.18,673078.07,651428.57,"BELFORD ROXO","Reforma de Campo de Futebol no Bairro Cooperativa (Parque Fluminense) - Belford Roxo – RJ.","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",80.07,19.93,"Sim",12
"1140",873679,1337343,"Em execução","SIM","SIM","12/07/2018","31/12/2021",2021,"31/12/2021",1407804.6,1390804.6,17000,NA,1390804.6,"CAMPOS DOS GOYTACAZES","Construção e instalação de Piscina para o desenvolvimento do esporte educacional, recreativo e de lazer, nas dependências da Fundação Municipal de Esporte, no município de Campos dos Goytacazes/RJ.","Administração Pública Municipal","MUNICIPIO DE CAMPOS DOS GOYTACAZES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.79,1.21,"Nao",0
"1141",873680,1337577,"Em execução","SIM","SIM","11/07/2018","31/12/2021",2021,"31/12/2021",270444.19,270173.75,270.44,271476.19,270173.75,"MACUCO","Reforma da Quadra Poliesportiva José Carlos Lopes Miranda, no Parque de Exposições Agropecuária de Macuco.","Administração Pública Municipal","MUNICIPIO DE MACUCO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.9,0.1,"Nao",0
"1142",873681,1337633,"Convênio Anulado","NÃO","SIM","11/07/2018","31/12/2021",2021,"31/12/2021",319095.24,318095.24,1000,NA,318095.24,"MACUCO","Reforma da Quadra Poliesportiva do Bairro Volta do Umbigo, no município de Macuco/RJ.","Administração Pública Municipal","MUNICIPIO DE MACUCO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.69,0.31,"Nao",0
"1143",873682,1334255,"Convênio Anulado","NÃO","SIM","05/07/2018","26/04/2020",2020,"26/04/2020",465952.38,460952.38,5000,NA,460952.38,"RIO DE JANEIRO","Construção de Quadra Poliesportiva e uma Academia da 3ª Idade na Praça na Comunidade da Formiga, localizada na Rua da Grota, S/Nº - Tijuca - Rio de Janeiro - RJ.","Administração Pública Municipal","MUNICIPIO DE RIO DE JANEIRO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.93,1.07,"Nao",0
"1144",873683,1335385,"Em execução","SIM","SIM","11/07/2018","31/12/2020",2020,"30/09/2020",302356.79,270476.19,31880.6,300476.19,270476.19,"SAO JOAO DE MERITI","REFORMA DA PRAÇA DO COELHINHO NO MUNICÍPIO DE SÃO JOÃO DE MERITI","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",89.46,10.54,"Sim",3
"1145",873684,1335933,"Em execução","SIM","SIM","11/07/2018","31/12/2020",2020,"30/09/2020",239270.28,222857.14,16413.14,252857.14,222857.14,"SAO JOAO DE MERITI","Construção de praça de lazer.","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",93.14,6.86,"Sim",3
"1146",873685,1335128,"Convênio Anulado","NÃO","SIM","31/07/2018","30/04/2020",2020,"30/04/2020",369154.29,365714.29,3440,NA,365714.29,"VASSOURAS","Construção de Quadra Poliesportiva","Administração Pública Municipal","MUNICIPIO DE VASSOURAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.07,0.93,"Nao",0
"1147",873781,1334594,"Em execução","SIM","SIM","31/12/2018","30/08/2021",2021,"30/08/2021",560190.48,556190.48,4000,NA,556190.48,"CAMBUCI","Construção do Mercado do Produtor","Administração Pública Municipal","MUNICIPIO DE CAMBUCI","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",99.29,0.71,"Nao",0
"1148",874426,1337761,"Em execução","SIM","SIM","09/07/2018","01/06/2021",2020,"01/03/2020",4e+05,365714.29,34285.71,NA,365714.29,"ITABORAI","Construção de Quadra Poliesportiva no Município de Itaboraí.","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",91.43,8.57,"Sim",15
"1149",874427,1338495,"Convênio Anulado","NÃO","SIM","13/07/2018","13/04/2021",2021,"13/04/2021",227957.14,222857.14,5100,NA,222857.14,"MENDES","Construção de Quadra Poliesportiva - Mendes-RJ","Administração Pública Municipal","MUNICIPIO DE MENDES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",97.76,2.24,"Nao",0
"1150",874428,1335917,"Em execução","SIM","SIM","14/08/2018","14/05/2021",2021,"14/05/2021",296741.01,270476.19,26264.82,273476.19,270476.19,"PATY DO ALFERES","Reforma da Quadra Coberta do Bairro de Santo Antônio.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",91.15,8.85,"Nao",0
"1151",874429,1336002,"Em execução","SIM","SIM","23/07/2018","23/04/2021",2021,"23/04/2021",223080.22,222857.14,223.08,226000,222857.14,"PATY DO ALFERES","Reforma da Quadra Poliesportiva da Maravilha.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.9,0.1,"Nao",0
"1152",874430,1336159,"Em execução","SIM","SIM","14/08/2018","14/05/2021",2021,"14/05/2021",728087,693746.17,34340.83,700700,693746.17,"PATY DO ALFERES","Construção de Quadra Grama Sintética.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",95.28,4.72,"Nao",0
"1153",874431,1337859,"Em execução","SIM","SIM","26/07/2018","31/12/2020",2020,"26/08/2020",298048,270476.19,27571.81,276476.19,270476.19,"PIRAI","Reforma e Modernização da Infraestrutura Esportiva no Município – Campos de Futebol.","Administração Pública Municipal","MUNICIPIO DE PIRAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",90.75,9.25,"Sim",4
"1154",874432,1333834,"Em execução","SIM","SIM","09/07/2018","01/06/2021",2020,"01/03/2020",404761.91,365714.29,39047.62,NA,365714.29,"RIO BONITO","Construção de Campo de Grama Sintética no Município de Rio Bonito/RJ","Administração Pública Municipal","MUNICIPIO DE RIO BONITO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",90.35,9.65,"Sim",15
"1155",874433,1337604,"Convênio Anulado","NÃO","SIM","28/09/2018","28/06/2021",2021,"28/06/2021",581190.48,556190.48,25000,NA,556190.48,"RIO CLARO","Reforma de quadra de esporte no município de Rio Claro RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",95.7,4.3,"Nao",0
"1156",874434,1337685,"Convênio Anulado","NÃO","SIM","28/08/2018","28/05/2020",2020,"28/05/2020",232142.85,222857.14,9285.71,NA,222857.14,"RIO CLARO","Reforma de quadra de esporte no município de Rio Claro RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",96,4,"Nao",0
"1157",874435,1337719,"Convênio Anulado","NÃO","SIM","26/07/2018","26/04/2020",2020,"26/04/2020",708333.33,680000,28333.33,NA,680000,"RIO CLARO","Reforma de quadra de esporte no município de Rio Claro RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",96,4,"Nao",0
"1158",874436,1343430,"Convênio Anulado","NÃO","SIM","06/07/2018","02/04/2020",2020,"02/04/2020",113231.8,112099.48,1132.32,302100,112099.48,"RIO DE JANEIRO","Aquisição e Instalação de Equipamentos Esportivos para Academia do Idoso (Aparelhos de Ginástica para Atividades Físicas da 3ª Idade), na Praça Shimon Perez, localizada na Rua Toneleros, s/nº - Copacabana - Rio de Janeiro – RJ.","Administração Pública Municipal","MUNICIPIO DE RIO DE JANEIRO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99,1,"Nao",0
"1159",874438,1335825,"Em execução","SIM","SIM","13/07/2018","01/06/2021",2020,"01/03/2020",313545.22,310119.03,3426.19,369754.69,310119.03,"SAO GONCALO","Construção de Praça com instalação de equipamentos poliesportivos e revitalização do entorno no Município São Gonçalo","Administração Pública Municipal","MUNICIPIO DE SAO GONCALO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.91,1.09,"Sim",15
"1160",874439,1336038,"Em execução","SIM","SIM","13/07/2018","01/06/2021",2020,"01/03/2020",212692.82,208438.97,4253.85,262112.73,208438.97,"SAO GONCALO","Construção de Praça com instalação de equipamentos poliesportivos e revitalização do entorno no Município São Gonçalo","Administração Pública Municipal","MUNICIPIO DE SAO GONCALO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98,2,"Sim",15
"1161",874440,1335398,"Em execução","SIM","SIM","11/07/2018","31/12/2020",2020,"30/09/2020",286870.48,256870.48,30000,NA,256870.48,"SAO JOAO DE MERITI","Reforma e Modernização na Praça Luiz Alves Cavalcanti.","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",89.54,10.46,"Sim",3
"1162",874441,1333807,"Em execução","SIM","SIM","17/07/2018","31/12/2021",2021,"31/12/2021",230000,222857.14,7142.86,NA,222857.14,"SAO SEBASTIAO DO ALTO","Construção de quadra esportiva","Administração Pública Municipal","MUNICIPIO DE SAO SEBASTIAO DO ALTO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",96.89,3.11,"Nao",0
"1163",874442,1336823,"Em execução","SIM","SIM","23/07/2018","01/04/2021",2020,"23/04/2020",308305.74,256870.48,51435.26,266156.48,256870.48,"VALENCA","REFORMA E MODERNIZAÇÃO DE QUADRA POLIESPORTIVA","Administração Pública Municipal","MUNICIPIO DE VALENCA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",83.32,16.68,"Sim",11
"1164",874520,1370755,"Em execução","SIM","SIM","22/08/2018","22/09/2020",2020,"22/09/2020",425922.54,306103.05,119819.49,328095.24,0,"TRES RIOS","Reforma e Cobertura da quadra da Jaqueira - Município de Três Rios RJ","Administração Pública Municipal","MUNICIPIO DE TRES RIOS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,28.13,"Nao",0
"1165",874521,1370752,"Em execução","SIM","SIM","22/08/2018","22/09/2020",2020,"22/09/2020",366959.87,306103.05,60856.82,328095.24,0,"TRES RIOS","Reforma e cobertura da quadra de Bemposta","Administração Pública Municipal","MUNICIPIO DE TRES RIOS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,16.58,"Nao",0
"1166",874522,1370678,"Convênio Anulado","NÃO","SIM","28/09/2018","28/06/2020",2020,"28/06/2020",579612.31,270476.19,309136.12,NA,0,"COMENDADOR LEVY GASPARIAN","Cobertura de quadras poliesportivas.","Administração Pública Municipal","MUNICIPIO DE COMENDADOR LEVY GASPARIAN","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,53.33,"Nao",0
"1167",874660,1334066,"Convênio Anulado","NÃO","SIM","23/07/2018","23/04/2020",2020,"23/04/2020",270876.19,270476.19,400,NA,270476.19,"MIGUEL PEREIRA","REFORMA E MODERNIZAÇÃO DE QUADRA ESPORIVA NO MUNICÍPIO DE MIGUEL PEREIRA","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.85,0.15,"Nao",0
"1168",874723,1337677,"Convênio Anulado","NÃO","SIM","11/07/2018","31/12/2021",2021,"31/12/2021",461952.38,460952.38,1000,NA,460952.38,"MACUCO","Construção de uma Quadra de Poliesportiva no bairro Paraíso no município de Macuco/RJ.","Administração Pública Municipal","MUNICIPIO DE MACUCO","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.78,0.22,"Nao",0
"1169",874757,1370673,"Em execução","SIM","SIM","11/10/2018","31/12/2020",2020,"02/07/2020",560899.22,508571.43,52327.79,518571.43,0,"DUQUE DE CAXIAS","Construção de Campo de Grama sintética com vestiário, alambrado e iluminação","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,9.33,"Sim",6
"1170",874822,1364622,"Em execução","SIM","SIM","24/10/2018","31/12/2021",2021,"31/12/2021",536295.79,460952.38,75343.41,465562.38,0,"CANTAGALO","Recapeamento asfáltico em diversas ruas.","Administração Pública Municipal","MUNICIPIO DE CANTAGALO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,14.05,"Nao",0
"1171",874824,1340348,"Em execução","SIM","SIM","31/12/2018","31/12/2021",2021,"31/12/2021",462332.38,460952.38,1380,NA,0,"CORDEIRO","Obras de Infra estrutura Urbana,pavimentação, drenagem e calçadas nas Ruas Oldemir Pinheiro Jardim, Argeu de Toledo Velloso e Assis Cordeiro Gonçalves, no bairro Morada do Poeta, em Cordeiro/RJ.","Administração Pública Municipal","MUNICIPIO DE CORDEIRO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.3,"Nao",0
"1172",874907,1367901,"Em execução","SIM","SIM","18/10/2018","30/08/2021",2021,"30/08/2021",540139.83,539599.69,540.14,557000,539599.69,"QUISSAMA","Reforma de Parque no município de Quissamã-RJ","Administração Pública Municipal","MUNICIPIO DE QUISSAMA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",99.9,0.1,"Nao",0
"1173",874975,1334332,"Em execução","SIM","SIM","30/10/2018","31/12/2020",2020,"27/07/2020",276476.19,270476.19,6000,NA,270476.19,"VOLTA REDONDA","Reforma de Quadra Poliesportiva, no Jardim Guarda-Mór, no bairro Água limpa em Volta Redonda - RJ","Administração Pública Municipal","MUNICIPIO DE VOLTA REDONDA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",97.83,2.17,"Sim",5
"1174",875052,1342733,"Em execução","SIM","SIM","13/07/2018","31/12/2020",2020,"13/04/2020",368558.19,313333.33,55224.86,320233.33,313333.33,"SAPUCAIA","Construção de Quadra Esportiva no município de Sapucaia/RJ.","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",85.02,14.98,"Sim",9
"1175",875071,1339967,"Convênio Anulado","NÃO","SIM","27/07/2018","27/08/2020",2020,"27/08/2020",366714.29,365714.29,1000,NA,365714.29,"AREAL","REFORMA DE QUADRA NO MUNICÍPIO DE AREAL.","Administração Pública Municipal","MUNICIPIO DE AREAL","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99.73,0.27,"Nao",0
"1176",875140,1340212,"Em execução","SIM","SIM","31/12/2018","29/09/2020",2020,"29/09/2020",5853267.07,4679237.69,1174029.38,5928770.96,0,"BARRA MANSA","Pavimentação, recapeamento e microdrenagem em Vias do Município de Barra Mansa/RJ","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,20.06,"Nao",0
